OBJECTID_1,Site_Name,Designation_Type,Link_to_CA,Link_to_GMA,Traffic_Light_Colour_using_80__,Notes,Number_of_Marine_Components,Perc_in_Fav_or_Unfav_Recover,GEOGRAPHIC_LOCATION,Country,EST_DATE,STATUS,SITE_CODE,LEAD,Features,Feature_Designation_Dates,Feature_Management_Approaches,Feature_Conditions,Feature_Favourable,Feature_Unfavourable_Recovering,Feature_Unfavourable_No_Change,Feature_Unfavourable_Declining,Feature_Partially_Destroyed,Feature_Destroyed,Feature_Not_Assessed
204,Thames Estuary and Marshes,SPA,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK9012021&SiteName=thames&SiteNameDisplay=Thames+Estuary+and+Marshes+SPA&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/3227002?category=3229185,Mixed_Picture,,9,0.7777,,England inshore,1/3/2000,,UK9012021,,"Waterbird assemblage; Dunlin (Calidris alpina alpina), A672, nb; Knot (Calidris canutus), A143, nb; Grey plover (Pluvialis squatarola), A141, nb; Hen harrier (Circus cyaneus), A082, nb; Avocet (Recurvirostra avosetta), A132-A, nb; Ringed plover (Charadrius hiaticula), A137, nb; Redshank (Tringa totanus), A162, nb; Black-tailed godwit (Limosa limosa islandica), A616, nb",31/03/2000; 31/03/2000; 31/03/2000; 31/03/2000; 31/03/2000; 31/03/2000; 31/03/2000; 31/03/2000; 31/03/2000,-; -; -; -; -; -; -; -; -,Y; Y; Y; Y; Y; Y; Y; Y; Y,100%; 100%; 100%; 100%; -; 100%; 100%; -; 100%,-; -; -; -; -; -; -; -; -,-; -; -; -; 100%; -; -; 100%; -,-; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -
205,Bluemull and Colgrave Sounds,SPA,https://sitelink.nature.scot/site/10483,,Recovered/Recovering,,1,,,Scotland inshore,3/12/2020,,UK9020312,,"Red-throated diver (Gavia stellata), breeding",3/12/2020,Maintain,N,-,-,-,-,-,-,-
206,North Norfolk Coast,SPA,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK9009031&SiteName=north%20norfolk&SiteNameDisplay=North+Norfolk+Coast+SPA&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/3244315?category=3229185,Condition_Unknown,,11,,,England inshore,1/1/1989,,UK9009031,,"Waterbird assemblage; Common tern (Sterna hirundo), A193, b; Knot (Calidris canutus), A143, nb; Little tern (Sternula albifrons), A195, b; Marsh harrier (Circus aeruginosus), A081, b; Sandwich tern (Sterna sandvicensis), A191, b; Avocet (Recurvirostra avosetta), A132-A, b; Pink-footed goose (Anser brachyrhynchus), A040, nb; Dark-bellied brent goose, Branta bernicla bernicla - A675, nb; Bittern (Botaurus stellaris), A021, b; Wigeon (Anas penelope), A050, nb; Montagu's harrier (Circus pygargus), A084, b",01/01/1989; 01/01/1989; 01/01/1989; 01/01/1989; 01/01/1989; 01/01/1989; 01/01/1989; 01/01/1989; 01/01/1989; 01/01/1989; 01/01/1989; 01/01/1989,-; -; -; -; -; -; -; -; -; -; -; -,N; N; N; N; N; N; N; N; N; N; N; N,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -
207,Ribble and Alt Estuaries,SPA,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK9005103&SiteName=ribble&SiteNameDisplay=Ribble+and+Alt+Estuaries+SPA&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/4868920422957056?category=4582026845880320,Condition_Unknown,,19,,,England inshore,1/2/1995,,UK9005103,,"Bar-tailed godwit (Limosa lapponica), A157, nb; Bewick's swan (Cygnus columbianus bewickii), A037, nb; Black-tailed godwit (Limosa limosa islandica), A616, nb; Common tern (Sterna hirundo), A193, b; Dunlin (Calidris alpina alpina), A672, nb; Golden plover (Pluvialis apricaria), A140, nb; Grey plover (Pluvialis squatarola), A141, nb; Knot (Calidris canutus), A143, nb; Lesser black-backed gull (Larus fuscus), A183, b; Oystercatcher (Haematopus ostralegus), A130, nb; Pink-footed goose (Anser brachyrhynchus), A040, nb; Pintail (Anas acuta), A054, nb; Redshank (Tringa totanus), A162, nb; Ringed plover (Charadrius hiaticula), A137, nb; Ruff (Philomachus pugnax), A151, b; Sanderling (Calidris alba), A144, nb; Seabird assemblage; Shelduck (Tadorna tadorna), A048, nb; Teal (Anas crecca), A704, nb; Waterbird assemblage; Whooper swan (Cygnus cygnus), A038-B, nb; Wigeon (Anas penelope), A050, nb",16/02/1995; 16/02/1995; 16/02/1995; 16/02/1995; 16/02/1995; 16/02/1995; 16/02/1995; 16/02/1995; 16/02/1995; 16/02/1995; 16/02/1995; 16/02/1995; 16/02/1995; 16/02/1995; 16/02/1995; 16/02/1995; 16/02/1995; 16/02/1995; 16/02/1995; 16/02/1995; 16/02/1995; 16/02/1995,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -,N; N; N; N; N; N; N; N; N; N; N; N; N; N; N; N; N; N; N; N; N; N,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -; -
208,Dornoch Firth and Loch Fleet,SPA,https://sitelink.nature.scot/site/8490,,Recovered/Recovering,,9,0.8888,,Scotland inshore,1/3/1997,,UK9001622,,"Bar-tailed godwit (Limosa lapponica), non-breeding; Curlew (Numenius arquata), non-breeding; Dunlin (Calidris alpina alpina), non-breeding; Greylag goose (Anser anser), non-breeding; Osprey (Pandion haliaetus), breeding; Oystercatcher (Haematopus ostralegus), non-breeding; Redshank (Tringa totanus), non-breeding; Scaup (Aythya marila), non-breeding; Teal (Anas crecca), non-breeding; Waterfowl assemblage, non-breeding; Wigeon (Anas penelope), non-breeding",24/03/1997; 24/03/1997; 24/03/1997; 24/03/1997; 24/03/1997; 24/03/1997; 24/03/1997; 24/03/1997; 24/03/1997; 24/03/1997; 24/03/1997,-; -; -; -; -; -; -; -; -; -; -,Y; Y; Y; Y; Y; Y; Y; Y; Y; Y; Y,-; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -
209,Colne Estuary (Mid-Essex Coast Phase 2),SPA,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK9009243&SiteName=colne&SiteNameDisplay=Colne+Estuary+(Mid-Essex+Coast+Phase+2)+SPA&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/3030183?category=3229185,Mixed_Picture,,6,0.6666,,England inshore,1/7/1994,,UK9009243,,"Dark-bellied brent goose (Branta bernicla bernicla), A675, nb; Hen harrier (Circus cyaneus), A082, nb; Little tern (Sternula albifrons), A195, b; Pochard (Aythya ferina), A059, b; Redshank (Tringa totanus), A162, nb; Ringed plover (Charadrius hiaticula), A137, b; Waterbird assemblage",00/07/1994; 00/07/1994; 00/07/1994; 00/07/1994; 00/07/1994; 00/07/1994; 00/07/1994,-; -; -; -; -; -; -,Y; Y; Y; Y; Y; Y; Y,100%; 100%; -; 100%; 100%; -; 100%,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; 100%; -; -; 100%; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -
210,North Uist Machair and Islands,SPA,https://sitelink.nature.scot/site/8560,,Recovered/Recovering,,3,1,,Scotland inshore,1/3/1999,,UK9001051,,"Corncrake (Crex crex), breeding; Dunlin (Calidris alpina schinzii), breeding; Greenland barnacle goose (Branta leucopsis), non-breeding; Oystercatcher (Haematopus ostralegus), breeding; Purple sandpiper (Calidris maritima), non-breeding; Redshank (Tringa totanus), breeding; Ringed plover (Charadrius hiaticula), non-breeding; Ringed plover (Charadrius hiaticula), breeding; Turnstone (Arenaria interpres), non-breeding",29/03/1999; 29/03/1999; 29/03/1999; 29/03/1999; 29/03/1999; 29/03/1999; 29/03/1999; 29/03/1999; 29/03/1999,-; -; -; -; -; -; -; -; -,Y; Y; Y; Y; Y; Y; Y; Y; Y,-; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -
211,East Caithness Cliffs,SPA,https://sitelink.nature.scot/site/8492,,Recovered/Recovering,,5,0.8,,Scotland inshore,1/3/1996,,UK9001182,,"Cormorant (Phalacrocorax carbo), breeding; Fulmar (Fulmarus glacialis), breeding; Great black-backed gull (Larus marinus), breeding; Guillemot (Uria aalge), breeding; Herring gull (Larus argentatus), breeding; Kittiwake (Rissa tridactyla), breeding; Peregrine (Falco peregrinus), breeding; Razorbill (Alca torda), breeding; Seabird assemblage, breeding; Shag (Phalacrocorax aristotelis), breeding",27/03/1996; 27/03/1996; 27/03/1996; 27/03/1996; 27/03/1996; 27/03/1996; 27/03/1996; 27/03/1996; 27/03/1996; 27/03/1996,-; -; -; -; -; -; -; -; -; -,Y; Y; Y; Y; Y; Y; Y; Y; Y; Y,-; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -
212,Northern Cardigan Bay / Gogledd Bae Ceredigion,SPA,https://cdn.cyfoethnaturiol.cymru/bkwb5ala/condition-assessment-for-northern-cardigan-bay-spa.pdf,https://naturalresources.wales/media/688112/spa_uk9020327_enreg_37.pdf,Condition_Unknown,,1,,,Wales inshore,1/1/2017,,UK9020327,,"Red-throated diver (Gavia stellata), wintering",1/1/2017,-,Y,-,-,-,-,-,-,-
213,Lough Foyle,SPA,https://www.daera-ni.gov.uk/sites/default/files/publications/doe/lough-foyle-spa-conservation-objectives-2015.pdf,,Recovered/Recovering,,3,1,,Northern Ireland inshore,1/1/1999,,UK9020031,,"Bar-tailed godwit (Limosa lapponica), wintering; Light bellied brent goose (Branta bernicla hrota), wintering; Waterbird assemblage, wintering; Whooper swan (Cygnus cygnus), wintering",29/01/1999; 29/01/1999; 29/01/1999; 29/01/1999,-; -; -; -,Y; Y; Y; Y,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -
214,South Uist Machair and Lochs,SPA,https://sitelink.nature.scot/site/8578,,Recovered/Recovering,"* Note, if non marine component seabirds were included in this may be different",2,1,,Scotland inshore,1/8/1982,,UK9001082,,"Corncrake (Crex crex), breeding; Dunlin (Calidris alpina schinzii), breeding; Little tern (Sternula albifrons), breeding; Oystercatcher (Haematopus ostralegus), breeding; Redshank (Tringa totanus), breeding; Ringed plover (Charadrius hiaticula), breeding; Ringed plover (Charadrius hiaticula), non-breeding; Sanderling (Calidris alba), non-breeding",31/08/1982; 31/08/1982; 31/08/1982; 31/08/1982; 31/08/1982; 31/08/1982; 31/08/1982; 31/08/1982,-; -; -; -; -; -; -; -,Y; Y; Y; Y; Y; Y; Y; Y,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -
215,Teesmouth and Cleveland Coast,SPA,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK9006061&SiteName=teesmouth&SiteNameDisplay=Teesmouth+and+Cleveland+Coast+SPA&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/3209362?category=3229185,Condition_Unknown,,7,,,England inshore,1/8/1995,,UK9006061,,"Waterbird assemblage; Common tern (Sterna hirundo), A193, b; Avocet (Recurvirostra avosetta), A132-A, b; Ruff (Philomachus pugnax), A151, nb; Knot (Calidris canutus), A143, nb; Little tern (Sternula albifrons), A195, b; Redshank (Tringa totanus), A162, nb; Sandwich tern (Sterna sandvicensis), A191, nb",01/08/1995; 16/01/2020; 16/01/2020; 16/01/2020; 01/08/1995; 01/08/1995; 01/08/1995; 01/08/1995,-; -; -; -; -; -; -; -,N; N; N; N; N; N; N; N,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -
216,Inner Moray Firth,SPA,https://sitelink.nature.scot/site/8515,,Mixed_Picture,,12,0.75,,Scotland inshore,1/3/1999,,UK9001624,,"Bar-tailed godwit (Limosa lapponica), non-breeding; Common tern (Sterna hirundo), breeding; Cormorant (Phalacrocorax carbo), non-breeding; Curlew (Numenius arquata), non-breeding; Goldeneye (Bucephala clangula), non-breeding; Goosander (Mergus merganser), non-breeding; Greylag goose (Anser anser), non-breeding; Osprey (Pandion haliaetus), breeding; Oystercatcher (Haematopus ostralegus), non-breeding; Red-breasted merganser (Mergus serrator), non-breeding; Redshank (Tringa totanus), non-breeding; Scaup (Aythya marila), non-breeding; Teal (Anas crecca), non-breeding; Waterfowl assemblage, non-breeding; Wigeon (Anas penelope), non-breeding",22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -,Y; Y; Y; Y; Y; Y; Y; Y; Y; Y; Y; Y; Y; Y; Y,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -
217,Fetlar,SPA,https://sitelink.nature.scot/site/8498,,Mixed_Picture,,2,0.5,,Scotland inshore,1/3/1994,,UK9002031,,Coastal Saltmarshes and Saline Reedbeds; Esturine Rocky Habitats; Intertidal Coarse Sediment; Intertidal Mixed Sediments; Intertidal Mud,31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019,Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition,N; N; N; N; N,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -
218,Falmouth Bay to St Austell Bay,SPA,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK9020323&SiteName=falmouth&SiteNameDisplay=Falmouth+Bay+to+St+Austell+Bay+SPA&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,publications.naturalengland.org.uk/file/6409515281154048,Condition_Unknown,,3,,,England inshore,1/10/2017,,UK9020323,,"Black-throated diver (Gavia arctica), A002, nb; Great northern diver (Gavia immer), A003, nb; Slavonian grebe (Podiceps auritus), A007, nb",31/10/2017; 31/10/2017; 31/10/2017,-; -; -,N; N; N,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -
219,Crouch and Roach Estuaries (Mid-Essex Coast Phase 3),SPA,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK9009244&SiteName=crouch&SiteNameDisplay=Crouch+and+Roach+Estuaries+(Mid-Essex+Coast+Phase+3)+SPA&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/3030183?category=3229185,Recovered/Recovering,,2,1,,England inshore,1/6/1998,,UK9009244,,"Waterbird assemblage; Dark-bellied brent goose (Branta bernicla bernicla), A675, nb",29/06/1998; 29/06/1998,-; -,Y; Y,100%; 100%,-; -,-; -,-; -,-; -,-; -,-; -
220,Medway Estuary and Marshes,SPA,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK9012031&SiteName=medway%20estuary&SiteNameDisplay=Medway+Estuary+and+Marshes+SPA&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/3199226?category=3229185,Condition_Unknown,,12,,,England inshore,1/12/1993,,UK9012031,,"Waterbird assemblage; Breeding bird assemblage; Dunlin (Calidris alpina alpina), A672, nb; Knot (Calidris canutus), A143, nb; Little tern (Sternula albifrons), A195, b; Pintail (Anas acuta), A054, nb; Pied avocet (Recurvirostra avosetta), A132-A, b; Grey plover (Pluvialis squatarola), A141, nb; Dark-bellied brent goose (Branta bernicla bernicla), A675, nb; Shelduck (Tadorna tadorna), A048, nb; Pied avocet (Recurvirostra avosetta), A132-A, nb; Ringed plover (Charadrius hiaticula), A137, nb; Redshank (Tringa totanus), A162, nb",15/12/1993; 15/12/1993; 15/12/1993; 15/12/1993; 15/12/1993; 15/12/1993; 15/12/1993; 15/12/1993; 15/12/1993; 15/12/1993; 15/12/1993; 15/12/1993; 15/12/1993,-; -; -; -; -; -; -; -; -; -; -; -; -,N; N; N; N; N; N; N; N; N; N; N; N; N,-; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -
221,Mersey Estuary,SPA,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK9005131&SiteName=mersey%20estuary&SiteNameDisplay=Mersey+Estuary+SPA&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,,Condition_Unknown,,7,,,England inshore,1/12/1995,,UK9005131,,Coastal Saltmarshes and Saline Reedbeds; Esturine Rocky Habitats; Intertidal Coarse Sediment; Intertidal Mixed Sediments; Intertidal Mud,31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019,Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition,N; N; N; N; N,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -
222,Cromarty Firth,SPA,https://sitelink.nature.scot/site/8488,,Recovered/Recovering,,11,0.9091,,Scotland inshore,1/3/1999,,UK9001623,,"Bar-tailed godwit (Limosa lapponica), non-breeding; Common tern (Sterna hirundo), breeding; Curlew (Numenius arquata), non-breeding; Dunlin (Calidris alpina alpina), non-breeding; Greylag goose (Anser anser), non-breeding; Knot (Calidris canutus), non-breeding; Osprey (Pandion haliaetus), breeding; Oystercatcher (Haematopus ostralegus), non-breeding; Pintail (Anas acuta), non-breeding; Red-breasted merganser (Mergus serrator), non-breeding; Redshank (Tringa totanus), non-breeding; Scaup (Aythya marila), non-breeding; Waterfowl assemblage, non-breeding; Whooper swan (Cygnus cygnus), non-breeding; Wigeon (Anas penelope), non-breeding",22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999; 22/03/1999,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -,Y; Y; Y; Y; Y; Y; Y; Y; Y; Y; Y; Y; Y; Y; Y,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -; -
223,East Sanday Coast,SPA,https://sitelink.nature.scot/site/8493,,Recovered/Recovering,,3,1,,Scotland inshore,1/8/1997,,UK9002331,,"Bar-tailed godwit (Limosa lapponica), non-breeding; Purple sandpiper (Calidris maritima), non-breeding; Turnstone (Arenaria interpres), non-breeding",11/08/1997; 11/08/1997; 11/08/1997,-; -; -,Y; Y; Y,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -
224,Sleibhtean agus Cladach Thiriodh (Tiree Wetlands and Coast),SPA,https://sitelink.nature.scot/site/8576,,Mixed_Picture,,6,0.666,,Scotland inshore,1/10/2001,,UK9003032,,"Dunlin (Calidris alpina schinzii), breeding; Greenland barnacle goose (Branta leucopsis), non-breeding; Greenland white-fronted goose (Anser albifrons flavirostris), non-breeding; Oystercatcher (Haematopus ostralegus), breeding; Redshank (Tringa totanus), breeding; Ringed plover (Charadrius hiaticula), non-breeding; Ringed plover (Charadrius hiaticula), breeding; Turnstone (Arenaria interpres), non-breeding",30/10/2001; 30/10/2001; 30/10/2001; 30/10/2001; 30/10/2001; 30/10/2001; 30/10/2001; 30/10/2001,-; -; -; -; -; -; -; -,Y; Y; Y; Y; Y; Y; Y; Y,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -
225,North Caithness Cliffs,SPA,https://sitelink.nature.scot/site/8554,,Recovered/Recovering,,5,0.8,,Scotland inshore,1/8/1996,,UK9001181,,"Fulmar (Fulmarus glacialis), breeding; Guillemot (Uria aalge), breeding; Kittiwake (Rissa tridactyla), breeding; Peregrine (Falco peregrinus), breeding; Puffin (Fratercula arctica), breeding; Razorbill (Alca torda), breeding; Seabird assemblage, breeding",16/08/1996; 16/08/1996; 16/08/1996; 16/08/1996; 16/08/1996; 16/08/1996; 16/08/1996,-; -; -; -; -; -; -,Y; Y; Y; Y; Y; Y; Y,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -
226,Northumbria Coast,SPA,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK9006131&SiteName=northumbria&SiteNameDisplay=Northumbria+Coast+SPA&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/4528018?category=3229185,Condition_Unknown,,4,,,England inshore,1/2/2000,,UK9006131,,"Little tern (Sternula albifrons), A195, b; Arctic tern (Sterna paradisaea), A194, breeding; Turnstone (Arenaria interpres), A169, nb; Purple sandpiper (Calidris maritima), A670-A, nb",02/02/2000; 29/01/2017; 02/02/2000; 02/02/2000,-; -; -; -,N; N; N; N,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -
227,"Dungeness, Romney Marsh and Rye Bay",SPA,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK9012091&SiteName=dunge&SiteNameDisplay=Dungeness%2c+Romney+Marsh+and+Rye+Bay+SPA&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/5208885390475264,Condition_Unknown,,7,,,England inshore,1/8/1999,,UK9012091,,"Aquatic warbler (Acrocephalus paludicola), A294, nb; Avocet (Recurvirostra avosetta), A132-A, b; Bewick's swan (Cygnus columbianus bewickii), A037, nb; Bittern (Botaurus stellaris), A021, nb; Common tern (Sterna hirundo), A193, b; Golden plover (Pluvialis apricaria), A140, nb; Hen harrier (Circus cyaneus), A082, nb; Little tern (Sternula albifrons), A195, b; Marsh harrier (Circus aeruginosus), A081, b; Mediterranean gull (Larus melanocephalus), A176, b; Ruff (Philomachus pugnax), A151, nb; Sandwich tern (Sterna sandvicensis), A191, b; Shoveler (Anas clypeata), A056, nb; Waterbird assemblage",00/03/2016; 00/03/2016; 02/08/1999; 00/03/2016; 02/08/1999; 00/03/2016; 00/03/2016; 02/08/1999; 00/03/2016; 02/08/1999; 00/03/2016; 00/03/2016; 02/08/1999; 00/03/2016,-; -; -; -; -; -; -; -; -; -; -; -; -; -,N; N; N; N; N; N; N; N; N; N; N; N; N; N,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -
